resume_text,job_role
"Candidate has experience as a Machine Learning Engineer. Skilled in Git, AWS, Scikit-learn, Pandas, Java, PyTorch, Data Analysis, Communication. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Pandas, C++, Scikit-learn, Power BI, Tableau, Git, TensorFlow, Leadership, Flask, SQL. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Data Analysis, PyTorch, Tableau, Git, Azure, Leadership, Power BI, Machine Learning. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Data Analysis, Communication, Git, Pandas, SQL, PyTorch, Python, Deep Learning, Java, Flask. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Python, NLP, Git, C++, SQL, Java, Scikit-learn. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in PyTorch, C++, SQL, Machine Learning, Power BI. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Pandas, PyTorch, Tableau, Leadership, SQL, Flask, Power BI, NLP. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Communication, Deep Learning, TensorFlow, Data Analysis, Java, Azure, C++, Docker. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Deep Learning, Java, Communication, Tableau, Leadership, TensorFlow, Docker, Excel, Problem Solving, AWS. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in NLP, Excel, Pandas, Communication, SQL, Azure, Deep Learning, C++, Machine Learning. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Pandas, Java, Excel, Flask, Scikit-learn, TensorFlow, Problem Solving. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Python, Java, NumPy, TensorFlow, AWS, Git, Excel, Machine Learning. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Excel, C++, Leadership, Scikit-learn, SQL, TensorFlow. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, AWS, Data Analysis, TensorFlow, Machine Learning, PyTorch, Scikit-learn. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Scikit-learn, Flask, NLP, PyTorch, NumPy, Python, Power BI. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Git, Excel, Problem Solving, Data Analysis, SQL, Tableau. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Excel, Communication, AWS, Java, Data Analysis, Scikit-learn. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in SQL, NLP, C++, AWS, PyTorch, Scikit-learn, Python. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Excel, Power BI, Azure, Flask, Leadership, Problem Solving, Pandas. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Git, Flask, Python, Scikit-learn, C++, Machine Learning, Tableau, Leadership, Pandas, NumPy. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Java, PyTorch, Scikit-learn, Flask, Python, NumPy, Communication, Data Analysis. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Data Analysis, Git, AWS, Tableau, Communication, C++, Problem Solving, Scikit-learn, Python. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, Python, AWS, Pandas, Data Analysis, C++, Git, Flask, Excel. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Tableau, Azure, Communication, Deep Learning, Python, AWS, PyTorch. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Scikit-learn, Problem Solving, NLP, Tableau, AWS, Python, Git, Java. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in SQL, Docker, C++, Deep Learning, Tableau. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Python, Machine Learning, SQL, AWS, Communication, Data Analysis, Power BI, Java, Leadership. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in SQL, Docker, Java, NumPy, Python. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Docker, Python, Power BI, Pandas, Scikit-learn, Leadership, AWS, TensorFlow, SQL. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Tableau, Machine Learning, C++, Git, Python, NumPy, Excel, AWS. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Power BI, Data Analysis, TensorFlow, NumPy, Excel. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Scikit-learn, Python, Leadership, Excel, Git, NLP, Pandas, TensorFlow, Data Analysis, PyTorch. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Deep Learning, NLP, Scikit-learn, Excel, Power BI, Azure, Docker. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in PyTorch, Git, Communication, Leadership, C++. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in PyTorch, Excel, TensorFlow, Azure, Flask, Java, Scikit-learn. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Tableau, Git, Pandas, NLP, NumPy, Power BI, Docker. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Git, Pandas, Excel, SQL, Tableau, AWS. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Flask, Pandas, Azure, Scikit-learn, NumPy. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, Azure, Data Analysis, NumPy, Communication, PyTorch, Java, Pandas, C++, Git. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in NLP, Tableau, Machine Learning, AWS, SQL. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Java, Machine Learning, C++, TensorFlow, Tableau, SQL, Pandas, Git, Python, PyTorch. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Azure, Java, Python, C++, AWS, Tableau, Scikit-learn, PyTorch, Data Analysis. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in NumPy, Excel, Python, C++, Data Analysis, Java, Git, Problem Solving, Machine Learning. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Data Analysis, Python, Flask, NumPy, Deep Learning, Azure, NLP. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Python, Communication, Git, Deep Learning, TensorFlow, PyTorch, NLP, SQL, Scikit-learn, AWS. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, Pandas, NLP, Communication, Power BI. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Deep Learning, Pandas, AWS, Scikit-learn, Docker. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Flask, NumPy, Azure, Communication, Tableau, Machine Learning, Excel, NLP. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Excel, SQL, Deep Learning, PyTorch, Power BI. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in NLP, Docker, AWS, NumPy, Azure. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Machine Learning, Flask, Data Analysis, Python, TensorFlow. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Scikit-learn, NLP, Excel, SQL, NumPy. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Data Analysis, Problem Solving, Power BI, Scikit-learn, Flask, C++, SQL, Git. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Pandas, Python, Tableau, Docker, Problem Solving, Scikit-learn, PyTorch, Power BI, AWS. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Azure, Power BI, NLP, Python, Leadership, AWS. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Azure, PyTorch, Machine Learning, NumPy, Java, Communication, Docker, Problem Solving, Flask, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Docker, Communication, Azure, NLP, Data Analysis, C++. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in AWS, C++, Power BI, Scikit-learn, Azure, Python, TensorFlow, Excel, Data Analysis. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Python, Power BI, TensorFlow, NumPy, Communication, NLP, Pandas, Git, Java, PyTorch. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in C++, Pandas, Azure, Problem Solving, TensorFlow, Git. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Git, Leadership, PyTorch, AWS, Power BI, Excel, Data Analysis. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Docker, Power BI, Azure, NumPy, TensorFlow, Git, AWS, Excel. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Java, NumPy, Excel, PyTorch, Data Analysis, Git, Leadership. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Leadership, Git, NumPy, NLP, Python. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Deep Learning, Scikit-learn, Flask, Tableau, PyTorch, SQL, Pandas, Power BI, Git. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in NumPy, Data Analysis, Pandas, Communication, Flask, Git, C++. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Flask, Scikit-learn, AWS, NLP, Leadership, Docker, Pandas, Python, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in C++, Deep Learning, Data Analysis, Communication, Power BI, Flask. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Flask, SQL, NumPy, Communication, Python. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Leadership, C++, TensorFlow, Scikit-learn, Azure, Flask, NLP, Power BI, Deep Learning, Tableau. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Pandas, PyTorch, Machine Learning, Scikit-learn, Deep Learning, Flask, Data Analysis. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Deep Learning, SQL, Leadership, Pandas, Power BI, Scikit-learn. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Leadership, Java, Data Analysis, Excel, Communication, SQL. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Communication, Problem Solving, Scikit-learn, Excel, Leadership, TensorFlow, NumPy, Docker. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Azure, Pandas, Git, C++, Data Analysis, SQL, Communication, Tableau, Java. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in NumPy, Power BI, AWS, Excel, C++, Tableau. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Problem Solving, Azure, NumPy, Power BI, Pandas. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, Data Analysis, Machine Learning, Docker, SQL. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Tableau, AWS, Power BI, Leadership, Excel, C++, Azure, NLP. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Communication, Git, Excel, Flask, NumPy, Data Analysis. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Java, Deep Learning, Python, AWS, NLP. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Azure, Communication, Docker, AWS, NLP, SQL, Git, Flask. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in Machine Learning, NumPy, PyTorch, Communication, Python, Pandas, Flask, Azure. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Python, PyTorch, Machine Learning, Scikit-learn, SQL. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in AWS, Data Analysis, Java, Leadership, Tableau, C++, SQL, Problem Solving. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Docker, C++, NumPy, Pandas, Deep Learning, Power BI, Leadership, AWS, Communication. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in NLP, Data Analysis, Leadership, Problem Solving, C++, Python. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Scikit-learn, C++, PyTorch, Deep Learning, Power BI, Git, SQL, Pandas, TensorFlow, Docker. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Deep Learning, Java, Leadership, TensorFlow, Power BI, AWS, Python, Pandas. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in PyTorch, Power BI, Communication, AWS, C++, Pandas. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in TensorFlow, C++, Azure, Communication, PyTorch, Docker, Machine Learning, Tableau, Pandas. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Azure, Leadership, Communication, Scikit-learn, PyTorch, Pandas, Flask, C++, Tableau. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Tableau, PyTorch, Excel, AWS, Machine Learning, Communication, Azure, Python. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Java, Git, NumPy, AWS, Excel, SQL, PyTorch, Leadership, TensorFlow, Python. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Azure, Data Analysis, Python, Docker, Scikit-learn, Pandas. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, AWS, Deep Learning, Flask, Docker, Git, SQL, Azure, Excel, Java. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in SQL, PyTorch, Tableau, Excel, Python, AWS, C++. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Git, Python, C++, Docker, NumPy, NLP, Power BI, PyTorch, TensorFlow. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in C++, Tableau, Python, Azure, Pandas, SQL, Problem Solving, AWS, Git, Machine Learning. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Pandas, Leadership, C++, Python, Problem Solving. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Java, Azure, C++, Flask, Communication, Python, Data Analysis, Problem Solving, PyTorch, Power BI. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in TensorFlow, Leadership, Git, AWS, Machine Learning, Problem Solving, Deep Learning, Power BI, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Java, Git, Power BI, Azure, NumPy, Tableau, Excel, SQL, PyTorch, AWS. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in NLP, Scikit-learn, Leadership, SQL, Machine Learning, Java. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Flask, NumPy, Communication, Tableau, SQL, Python. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Docker, SQL, Problem Solving, Data Analysis, Azure, Power BI. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Git, Communication, Tableau, Power BI, Leadership, Machine Learning, NumPy, Docker, Java. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Python, Machine Learning, Deep Learning, Pandas, Docker, C++, PyTorch, TensorFlow, NumPy. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Problem Solving, Git, Java, Power BI, TensorFlow, Docker, Deep Learning. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in Power BI, Problem Solving, NumPy, Leadership, Machine Learning, Pandas. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in PyTorch, SQL, Git, NLP, Python, Pandas, Scikit-learn, Excel. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Java, TensorFlow, Communication, Git, Data Analysis. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Scikit-learn, TensorFlow, Git, Excel, C++. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in Deep Learning, Problem Solving, Machine Learning, AWS, Git, NLP, Power BI, Python, Excel, TensorFlow. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Tableau, Scikit-learn, Excel, Azure, Leadership, Problem Solving, PyTorch, AWS. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, Excel, Flask, Leadership, Power BI, Azure. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Data Analysis, NumPy, Flask, Communication, NLP, C++, Pandas, Deep Learning, Power BI. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in Machine Learning, Python, Communication, Deep Learning, TensorFlow, NLP, Git, Docker, PyTorch, NumPy. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Git, Excel, Deep Learning, Pandas, Azure. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Pandas, NLP, Java, Problem Solving, Flask, TensorFlow, NumPy. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in SQL, PyTorch, Power BI, Scikit-learn, Data Analysis, Deep Learning, Flask, Docker. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Java, SQL, Power BI, Pandas, NLP, Azure, Problem Solving, Flask, PyTorch. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Git, Pandas, Tableau, AWS, Python, Excel. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Tableau, Pandas, C++, Problem Solving, Git, Azure. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in NLP, SQL, Data Analysis, Docker, Deep Learning. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Flask, Scikit-learn, Problem Solving, Docker, Leadership, Git, TensorFlow, NLP, Java. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, NumPy, Java, Problem Solving, Excel. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in C++, Azure, Leadership, Scikit-learn, AWS, Excel, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Power BI, Azure, Data Analysis, Deep Learning, NLP, Tableau, AWS, C++. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
